lead_id,company,market,currency,campaign_name,channel,campaign_budget,product,pipeline_stage,deal_value_usd,created_date,email_opened,email_clicked,company_size,lead_score,deal_value_local
NP-1377,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-04-13,,,500+,23,0.0
NP-1378,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-12,,,201-500,77,0.0
NP-1379,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-15,,,51-200,55,0.0
NP-1380,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Demo,0.0,2024-05-13,,,500+,85,0.0
NP-1381,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-01-24,,,11-50,57,0.0
NP-1382,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-08-13,,,201-500,64,0.0
NP-1383,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Pro,Negotiation,0.0,2024-03-08,False,False,201-500,46,0.0
NP-1384,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Pro,Qualified,0.0,2024-03-31,False,False,201-500,27,0.0
NP-1385,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Enterprise,Qualified,0.0,2024-04-18,True,False,201-500,72,0.0
NP-1386,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Demo,0.0,2024-03-23,True,True,51-200,31,0.0
NP-1387,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-06-09,,,1-10,83,0.0
NP-1388,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Closed Lost,0.0,2024-03-19,,,1-10,66,0.0
NP-1389,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Demo,0.0,2024-06-10,,,51-200,14,0.0
NP-1390,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Lead,0.0,2024-04-20,,,11-50,36,0.0
NP-1391,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-07-25,,,11-50,88,0.0
NP-1392,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Proposal,0.0,2024-04-27,True,False,500+,31,0.0
NP-1393,NovaPay,USA,USD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-05-05,,,1-10,27,0.0
NP-1394,NovaPay,USA,USD,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Proposal,0.0,2024-04-21,,,11-50,41,0.0
NP-1395,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Demo,0.0,2024-04-05,False,False,500+,90,0.0
NP-1396,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-03-12,,,201-500,75,0.0
NP-1397,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Enterprise,Lead,0.0,2024-08-02,,,51-200,84,0.0
NP-1398,NovaPay,Singapore,SGD,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-08,,,51-200,18,0.0
NP-1399,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Proposal,0.0,2024-07-12,,,51-200,51,0.0
NP-1400,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-05-02,,,51-200,97,0.0
NP-1401,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Proposal,0.0,2024-01-12,,,1-10,30,0.0
NP-1402,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Qualified,0.0,2024-04-21,,,51-200,30,0.0
NP-1403,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-03-22,,,1-10,60,0.0
NP-1404,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-06-12,,,1-10,10,0.0
NP-1405,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-04-11,True,False,1-10,64,0.0
NP-1406,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-14,,,1-10,50,0.0
NP-1407,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Demo,0.0,2024-03-18,,,11-50,18,0.0
NP-1408,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-23,,,11-50,90,0.0
NP-1409,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-06-28,,,1-10,22,0.0
NP-1410,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-09,True,True,51-200,92,0.0
NP-1411,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Demo,0.0,2024-02-15,,,1-10,94,0.0
NP-1412,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-04-20,,,51-200,92,0.0
NP-1413,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-02-28,,,1-10,40,0.0
NP-1414,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Negotiation,0.0,2024-04-06,,,51-200,50,0.0
NP-1415,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Qualified,0.0,2024-04-24,False,False,201-500,19,0.0
NP-1416,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-01-17,,,201-500,74,0.0
NP-1417,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-04-21,,,1-10,91,0.0
NP-1418,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-05-20,,,500+,36,0.0
NP-1419,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-02-23,True,False,11-50,17,0.0
NP-1420,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-02-22,True,False,11-50,25,0.0
NP-1421,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-02-23,,,500+,76,0.0
NP-1422,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-07-05,,,1-10,13,0.0
NP-1423,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-05-13,,,1-10,73,0.0
NP-1424,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Proposal,0.0,2024-04-26,,,51-200,30,0.0
NP-1425,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Demo,0.0,2024-03-15,,,11-50,75,0.0
NP-1426,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Lead,0.0,2024-03-10,,,51-200,59,0.0
NP-1427,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-04-08,True,True,51-200,44,0.0
NP-1428,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-01-16,,,11-50,38,0.0
NP-1429,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Lead,0.0,2024-07-08,,,51-200,49,0.0
NP-1430,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-04-07,,,500+,48,0.0
NP-1431,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-08-03,,,11-50,79,0.0
NP-1432,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-04-24,True,False,1-10,52,0.0
NP-1433,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-02-18,,,1-10,36,0.0
NP-1434,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Closed Won,349.9,2024-05-28,,,1-10,15,349.9
NP-1435,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Pro,Demo,0.0,2024-04-02,False,False,1-10,84,0.0
NP-1436,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-25,,,500+,17,0.0
NP-1437,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-05-15,,,201-500,99,0.0
NP-1438,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-26,,,11-50,84,0.0
NP-1439,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Qualified,0.0,2024-03-02,,,1-10,78,0.0
NP-1440,NovaPay,USA,USD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-04-03,,,1-10,21,0.0
NP-1441,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Demo,0.0,2024-02-20,True,False,11-50,21,0.0
NP-1442,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-07-09,,,51-200,32,0.0
NP-1443,NovaPay,USA,USD,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Qualified,0.0,2024-03-20,,,11-50,22,0.0
NP-1444,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-04-12,,,11-50,26,0.0
NP-1445,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-02-25,False,False,51-200,19,0.0
NP-1446,NovaPay,USA,USD,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-01-26,,,1-10,52,0.0
NP-1447,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-03-23,,,201-500,60,0.0
NP-1448,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-05-02,,,11-50,45,0.0
NP-1449,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-04-01,,,51-200,73,0.0
NP-1450,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-05-24,,,11-50,63,0.0
NP-1451,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-24,False,False,201-500,55,0.0
NP-1452,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Negotiation,0.0,2024-06-08,,,51-200,59,0.0
NP-1453,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-04-05,,,1-10,70,0.0
NP-1454,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-05-30,,,1-10,41,0.0
NP-1455,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Pro,Proposal,0.0,2024-06-08,,,11-50,83,0.0
NP-1456,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Pro,Proposal,0.0,2024-04-27,,,11-50,85,0.0
NP-1457,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Pro,Negotiation,0.0,2024-03-04,,,51-200,82,0.0
NP-1458,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Proposal,0.0,2024-07-12,,,500+,49,0.0
NP-1459,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-14,True,False,51-200,88,0.0
NP-1460,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-27,True,True,11-50,24,0.0
NP-1461,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Lead,0.0,2024-06-29,,,500+,22,0.0
NP-1462,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-04-25,,,201-500,93,0.0
NP-1463,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Demo,0.0,2024-04-15,,,11-50,95,0.0
NP-1464,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Demo,0.0,2024-06-16,,,11-50,32,0.0
NP-1465,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Pro,Qualified,0.0,2024-08-12,,,1-10,33,0.0
NP-1466,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Qualified,0.0,2024-07-21,,,1-10,73,0.0
NP-1467,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-26,True,False,1-10,95,0.0
NP-1468,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-27,,,11-50,98,0.0
NP-1469,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Demo,0.0,2024-01-16,,,201-500,66,0.0
NP-1470,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-07-19,,,51-200,79,0.0
NP-1471,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Basic,Proposal,0.0,2024-05-03,,,11-50,67,0.0
NP-1472,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-02-12,,,1-10,19,0.0
NP-1473,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Demo,0.0,2024-05-10,,,1-10,53,0.0
NP-1474,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Demo,0.0,2024-07-04,,,11-50,87,0.0
NP-1475,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-04-29,,,201-500,99,0.0
NP-1476,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-15,,,51-200,40,0.0
NP-1477,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Proposal,0.0,2024-01-29,,,1-10,56,0.0
NP-1478,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-03-11,,,11-50,22,0.0
NP-1479,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Closed Lost,0.0,2024-03-10,,,1-10,49,0.0
NP-1480,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Lead,0.0,2024-06-13,,,201-500,33,0.0
NP-1481,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-04-03,,,201-500,69,0.0
NP-1482,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-03-13,,,1-10,95,0.0
NP-1483,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Demo,0.0,2024-03-30,,,500+,17,0.0
NP-1484,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Basic,Qualified,0.0,2024-06-04,,,500+,40,0.0
NP-1485,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Proposal,0.0,2024-04-09,,,500+,83,0.0
NP-1486,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Qualified,0.0,2024-05-25,,,201-500,32,0.0
NP-1487,NovaPay,USA,USD,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-09,True,False,11-50,90,0.0
NP-1488,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Negotiation,0.0,2024-02-23,True,False,500+,51,0.0
NP-1489,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Lead,0.0,2024-05-15,,,500+,63,0.0
NP-1490,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Qualified,0.0,2024-01-22,,,1-10,82,0.0
NP-1491,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Negotiation,0.0,2024-03-02,,,51-200,59,0.0
NP-1492,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-07-06,,,201-500,28,0.0
NP-1493,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-21,,,11-50,16,0.0
NP-1494,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-07-14,,,51-200,49,0.0
NP-1495,NovaPay,Singapore,SGD,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Demo,0.0,2024-03-30,,,11-50,48,0.0
NP-1496,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-07-24,,,500+,92,0.0
NP-1497,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Proposal,0.0,2024-03-12,,,500+,57,0.0
NP-1498,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-03-14,,,201-500,27,0.0
NP-1499,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-04,,,1-10,41,0.0
NP-1500,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Demo,0.0,2024-02-14,,,51-200,69,0.0
NP-1501,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Demo,0.0,2024-06-09,,,51-200,72,0.0
NP-1502,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Qualified,0.0,2024-07-19,,,51-200,54,0.0
NP-1503,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Proposal,0.0,2024-02-26,True,False,11-50,83,0.0
NP-1504,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Pro,Demo,0.0,2024-03-20,False,False,500+,12,0.0
NP-1505,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Enterprise,Demo,0.0,2024-06-02,,,11-50,42,0.0
NP-1506,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Closed Won,311.17,2024-06-14,,,201-500,54,401.79
NP-1507,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-05-25,,,500+,23,0.0
NP-1508,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Proposal,0.0,2024-02-26,,,500+,92,0.0
NP-1509,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-05-18,,,51-200,45,0.0
NP-1510,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-07-09,,,11-50,29,0.0
NP-1511,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Proposal,0.0,2024-06-30,,,51-200,97,0.0
NP-1512,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Closed Lost,0.0,2024-03-19,False,False,201-500,59,0.0
NP-1513,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Pro,Qualified,0.0,2024-06-25,,,51-200,38,0.0
NP-1514,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Negotiation,0.0,2024-07-16,,,500+,48,0.0
NP-1515,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-02-27,False,False,51-200,81,0.0
NP-1516,NovaPay,USA,USD,Spring Email Push,Email,6000,NovaPay Enterprise,Demo,0.0,2024-03-14,True,False,51-200,63,0.0
NP-1517,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-03-16,,,201-500,16,0.0
NP-1518,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Enterprise,Lead,0.0,2024-06-25,,,500+,25,0.0
NP-1519,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-20,,,11-50,35,0.0
NP-1520,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Negotiation,0.0,2024-04-28,,,11-50,50,0.0
NP-1521,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-23,,,51-200,91,0.0
NP-1522,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-01-31,,,500+,30,0.0
NP-1523,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-05-30,,,201-500,61,0.0
NP-1524,NovaPay,USA,USD,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-04-30,,,51-200,11,0.0
NP-1525,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-01,,,11-50,38,0.0
NP-1526,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-08-04,,,500+,49,0.0
NP-1527,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Closed Won,352.08,2024-04-13,False,False,51-200,65,263.99
NP-1528,NovaPay,USA,USD,Influencer Summer,Influencer,22000,NovaPay Basic,Negotiation,0.0,2024-07-16,,,11-50,31,0.0
NP-1529,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Basic,Closed Lost,0.0,2024-05-02,,,1-10,85,0.0
NP-1530,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Demo,0.0,2024-05-14,,,201-500,91,0.0
NP-1531,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-03-07,,,1-10,93,0.0
NP-1532,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Qualified,0.0,2024-01-25,,,500+,42,0.0
NP-1533,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-04-06,,,51-200,63,0.0
NP-1534,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Pro,Qualified,0.0,2024-06-18,,,201-500,23,0.0
NP-1535,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-05-23,,,201-500,35,0.0
NP-1536,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-04,,,51-200,62,0.0
NP-1537,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Negotiation,0.0,2024-05-01,,,51-200,40,0.0
NP-1538,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-03-23,,,201-500,29,0.0
NP-1539,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-02-11,,,11-50,68,0.0
NP-1540,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Proposal,0.0,2024-03-06,,,51-200,56,0.0
NP-1541,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-06-06,,,1-10,27,0.0
NP-1542,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Negotiation,0.0,2024-07-05,,,1-10,57,0.0
NP-1543,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Closed Won,366.59,2024-04-04,,,201-500,63,274.87
NP-1544,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-08,,,11-50,23,0.0
NP-1545,NovaPay,USA,USD,Partner Referral Q2,Referral,12000,NovaPay Basic,Qualified,0.0,2024-05-31,,,11-50,88,0.0
NP-1546,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Pro,Proposal,0.0,2024-04-21,,,201-500,72,0.0
NP-1547,NovaPay,Singapore,SGD,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-02-19,,,1-10,96,0.0
NP-1548,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Qualified,0.0,2024-06-22,,,500+,76,0.0
NP-1549,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-07-02,,,201-500,54,0.0
NP-1550,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Proposal,0.0,2024-08-11,,,500+,16,0.0
NP-1551,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Proposal,0.0,2024-03-13,,,11-50,19,0.0
NP-1552,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-06-08,,,11-50,80,0.0
NP-1553,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-07-27,,,500+,67,0.0
NP-1554,NovaPay,Singapore,SGD,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-03-13,,,1-10,23,0.0
NP-1555,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-04-16,,,500+,89,0.0
NP-1556,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-07-29,,,51-200,56,0.0
NP-1557,NovaPay,Singapore,SGD,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-10,,,51-200,67,0.0
NP-1558,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-02-24,,,51-200,80,0.0
NP-1559,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Negotiation,0.0,2024-07-12,,,11-50,62,0.0
NP-1560,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-02-29,,,11-50,68,0.0
NP-1561,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-04-30,True,False,201-500,94,0.0
NP-1562,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-07-16,,,1-10,80,0.0
NP-1563,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Basic,Qualified,0.0,2024-04-27,,,500+,32,0.0
NP-1564,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-07-12,,,500+,59,0.0
NP-1565,NovaPay,USA,USD,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Demo,0.0,2024-05-10,,,201-500,53,0.0
